"Listing Number","Property Type","Short Address","List Price","Parcel ID","Sold Date","Sold Price","Sold Price/SqFt","SqFt - Living","SqFt - Total","Subdivision","Waterfront","Days On Market"
"RX-10442067","Residential","3250 S Ocean Boulevard 206n","595000.00","50434426030012060","2018-07-20","550000.00","314.64","1748.00","1748.00","DORCHESTER OF PALM BEACH CONDO","Yes","11"
"RX-10401382","Residential","2500 S Ocean Boulevard 2 A 5","1875000.00","50434423070020015","2018-07-24","1300000.00","501.93","2590.00","2590.00","TWENTY FIVE HUNDRED SOUTH OCEAN BLVD CONDO","Yes","132"
"RX-10430088","Residential","3250 S Ocean Boulevard 210n","550000.00","50434426030012100","2018-07-26","490000.00","298.78","1640.00","1640.00","DORCHESTER OF PALM BEACH CONDO","Yes","71"
"RX-10414674","Residential","2195 Ibis Isle Road 7","699000.00","50434415220000070","2018-07-31","660000.00","471.42","1400.00","1400.00","VILLA LAC BEAU OF IBIS ISLE CONDO","Yes","113"
"RX-10409139","Residential","2505 S Ocean Boulevard 3060","349000.00","50434423010003060","2018-07-31","315000.00","232.64","1354.00","1116.00","President of Palm Beach","Yes","65"
"RX-10430437","Residential","2860 S Ocean Boulevard 408","298000.00","50434423030004080","2018-07-30","290000.00","207.14","1400.00","1400.00","LA PALMA CONDO","Yes","28"
"RX-10447079","Residential","2778 S Ocean Boulevard 304s","475000.00","50434423100023040","2018-08-01","400000.00","176.52","2266.00","2266.00","SUTTON PLACE CONDO","Yes","8"
"RX-10397269","Residential","2500 S Ocean Boulevard 2 D 4","1295000.00","50434423070020044","2018-08-09","1044130.00","403.13","2590.00","2590.00","TWENTY FIVE HUNDRED SOUTH OCEAN BLVD CONDO","Yes","153"
"RX-10441831","Residential","3450 S Ocean Boulevard 802","274000.00","50434435030008020","2018-08-10","243500.00","255.77","952.00","1012.00","PATRICIAN OF PALM BEACH CONDO","Yes","28"
"FX-10134558","Residential","3250 S Ocean Boulevard 309S","550000.00","50434426030023090","2018-08-10","520000.00","297.48","1748.00","1748.00","Dorchester","No","0"
"RX-10434971","Residential","3450 S Ocean Boulevard 8140","194500.00","50434435030008140","2018-08-13","161265.00","159.98","1008.00","1008.00","PATRICIAN OF PALM BEACH CONDO","Yes","11"
"RX-10437092","Residential","2295 S Ocean Boulevard 911","399000.00","50434414040009110","2018-08-02","325000.00","208.46","1559.00","1559.00","Harbour House","Yes","56"
"RX-10443931","Residential","3460 S Ocean Boulevard 308","259000.00","50434435060003080","2018-08-14","254000.00","172.55","1472.00","1472.00","CLARIDGES II CONDO","Yes","16"
"RX-10443320","Residential","2784 S Ocean Boulevard 307 N","499000.00","50434423050013070","2018-08-14","440000.00","265.22","1659.00","1750.00","COVE CONDO","Yes","5"
"RX-10443979","Residential","2275 S Ocean Boulevard 301n","1695000.00","50434414010013010","2018-08-14","1489500.00","574.87","2591.00","1889.00","REEF CONDO","Yes","27"
"RX-10427839","Residential","3250 S Ocean Boulevard 303n","1449000.00","50434426030013030","2018-08-20","1350000.00","710.52","1900.00","1900.00","DORCHESTER OF PALM BEACH COND UNIT 303 NORTH BLDG","Yes","108"
"FX-10134414","Residential","3250 S Ocean Boulevard 103S","1000000.00","50434426030021030","2018-08-20","1000000.00","526.32","1900.00","1900.00","DORCHESTER PALM BEACH","Yes","0"
"RX-10442140","Residential","3100 S Ocean Boulevard 406s","627000.00","50434426090024060","2018-08-15","619000.00","275.84","2244.00","2566.00","PALM BEACH HAMPTON CONDO","Yes","11"
"RX-10374207","Residential","2660 S Ocean Boulevard 301w","1890000.00","50434423080033010","2018-07-20","1820000.00","623.71","2918.00","4135.00","BEACH POINT CONDO","Yes","196"
"RX-10412346","Residential","2505 S Ocean Boulevard 314","337900.00","50434423010003140","2018-08-22","315000.00","282.25","1116.00","1335.00","PRESIDENT OF PALM BEACH CONDO","Yes","139"
"RX-10390657","Residential","2840 S Ocean Boulevard 201","138000.00","50434423150002010","2018-08-24","125000.00","178.57","700.00","784.00","ROYAL SAXON INC","Yes","129"
"RX-10418155","Residential","2295 S Ocean Boulevard 918","425000.00","50434414040009180","2018-08-24","400000.00","256.57","1559.00","1559.00","TWENTY TWO NINETY FIVE SOUTH OCEAN BLVD","Yes","128"
"RX-10442635","Residential","2150 Ibis Isle Road Ph 2","839000.00","50434415240000190","2018-08-27","827000.00","424.32","1949.00","2649.00","TOWER VALLANDRY IBIS ISLE CONDO PA","Yes","18"
"RX-10428614","Residential","3030 S Ocean Boulevard 546","115000.00","50434426100005460","2018-08-24","100000.00","238.09","420.00","420.00","PALMBEACHER APTS INC","Yes","82"
"RX-10394350","Residential","2500 S Ocean Boulevard 1 B 4","2575000.00","50434423070010024","2018-08-30","2400000.00","926.64","2590.00","2700.00","TWENTY FIVE HUNDRED SOUTH OCEAN BLVD CONDO","Yes","204"
"AX-10496807","Residential","2660 S Ocean Boulevard 105n","850000.00","50434423080011050","2018-08-31","750000.00","394.74","1900.00","2300.00","BEACH POINT","Yes","29"
"RX-10423961","Residential","2778 S Ocean Blvd # Boulevard Ph5","595000.00","50434423100025050","2018-09-04","535000.00","292.34","1830.00","2107.00","SUTTON PLACE CONDO","Yes","104"
"RX-10453030","Residential","3474 S Ocean Boulevard 0110","575000.00","50434435150000110","2018-08-29","535000.00","361.97","1478.00","1478.00","OCEAN CAY OF PALM BEACH","Yes","19"
"RX-10332388","Residential","2600 S Ocean Boulevard 305n","699000.00","50434423060013050","2018-09-10","625000.00","340.78","1834.00","2682.00","TWENTY SIX HUNDRED CONDO","Yes","407"
"RX-10414028","Residential","3360 S Ocean Boulevard 3cii","799000.00","50434435190020033","2018-09-11","712500.00","409.48","1740.00","1740.00","THIRTY-THREE SIXTY CONDO","Yes","168"
"RX-10416183","Residential","2165 Ibis Isle Road 5","759000.00","50434415250000050","2018-09-14","730000.00","495.58","1473.00","1550.00","CHATEAU RAMBOUILLET IBIS ISLE CONDO","Yes","116"
"RX-10320680","Residential","3000 S Ocean Boulevard 503/504","5995000.00","50434426110145030","2018-09-18","5000000.00","700.28","7140.00","8132.00","BELLARIA","Yes","516"
"RX-10403723","Residential","2760 S Ocean Boulevard 314","329900.00","50434423160003140","2018-09-18","320000.00","278.26","1150.00","1300.00","REGENCY OF PALM BEACH INC","Yes","166"
"RX-10425845","Residential","2760 S Ocean Boulevard 301","279000.00","50434423160003010","2018-09-14","270000.00","234.78","1150.00","1150.00","REGENCY OF PALM BEACH INC","Yes","129"
"RX-10445637","Residential","2600 S Ocean Boulevard 102n","1425000.00","50434423060011020","2018-09-18","1325000.00","670.54","1976.00","2848.00","TWENTY SIX HUNDRED CONDO","Yes","39"
"RX-10383557","Residential","3450 S Ocean Boulevard 2050","180000.00","50434435030002050","2018-09-19","150000.00","157.56","952.00","1036.00","PATRICIAN OF PALM BEACH CONDO","Yes","264"
"RX-10441987","Residential","3200 S Ocean Boulevard A101","415000.00","50434426020011010","2018-09-21","388000.00","262.87","1476.00","1476.00","THIRTY TWO HUNDRED CONDO","Yes","40"
"RX-10419639","Residential","10 Sloans Curve","4350000.00","50434411070000100","2018-09-28","3915000.00","756.66","5174.00","5728.00","RESIDENCES AT SLOANS CURVE","Yes","83"
"RX-10398209","Residential","3100 S Ocean Boulevard 603s","1850000.00","50434426090026030","2018-10-01","1700000.00","525.01","3238.00","2960.00","PALM BEACH HAMPTON CONDO","Yes","158"
"RX-10400137","Residential","2275 S Ocean Boulevard 104n","695000.00","50434414010011040","2018-10-02","589130.00","315.38","1868.00","1868.00","REEF CONDO","Yes","195"
"RX-10391074","Residential","3400 S Ocean Boulevard 5 B I","699000.00","50434435130010052","2018-10-02","649000.00","306.27","2119.00","2300.00","ATRIUMS OF PALM BEACH CONDO","Yes","266"
"RX-10446463","Residential","2773 S Ocean Boulevard 211","339000.00","50434423040002110","2018-10-05","287500.00","206.98","1389.00","1450.00","CARLYLE HOUSE CONDO","Yes","24"
"RX-10460003","Residential","2660 S Ocean Boulevard 402w","995000.00","50434423080034020","2018-10-09","990000.00","518.86","1908.00","1908.00","BEACH POINT CONDO","Yes","12"
"RX-10428718","Residential","3200 S Ocean Boulevard B302","450000.00","50434426020023020","2018-10-15","420000.00","307.46","1366.00","1450.00","THIRTY TWO HUNDRED CONDO","Yes","127"
"RX-10440160","Residential","2840 S Ocean Boulevard 3220","185000.00","50434423150003220","2018-10-22","170000.00","242.85","700.00","784.00","ROYAL SAXON INC","Yes","63"
"RX-10445050","Residential","2295 S Ocean Boulevard 625","990000.00","50434414040006250","2018-10-16","900000.00","459.41","1959.00","2000.00","Harbour House","Yes","88"
"RX-10401878","Residential","2500 S Ocean Boulevard 2 D 2","1395000.00","50434423070020042","2018-10-26","1325000.00","511.58","2590.00","3590.00","TWENTY FIVE HUNDRED SOUTH OCEAN BLVD CONDO","Yes","226"
"RX-10468203","Residential","2840 S Ocean Boulevard 521","162500.00","50434423150005210","2018-11-01","153500.00","219.28","700.00","784.00","ROYAL SAXON INC","Yes","6"
"RX-10446296","Residential","3170 S Ocean Boulevard 301n","849000.00","50434426080013010","2018-11-01","815000.00","346.80","2350.00","2840.00","ENCLAVE OF PALM BEACH CONDO","Yes","63"
"RX-10464375","Residential","3250 S Ocean Boulevard Boulevard 510-S","589900.00","50434426030025100","2018-10-31","565000.00","301.81","1872.00","1640.00","DORCHESTER OF PALM BEACH","Yes","20"
"RX-10466834","Residential","2760 S Ocean Boulevard 111","229000.00","50434423160001110","2018-11-05","207500.00","244.11","850.00","850.00","REGENCY OF PALM BEACH INC","Yes","10"
"RX-10451032","Residential","3475 S Ocean Boulevard 210","260000.00","50434435020002100","2018-10-24","237000.00","169.89","1395.00","1395.00","LA BONNE VIE CONDO","Yes","52"
"RX-10446826","Residential","3475 S Ocean Boulevard 215","279900.00","50434435020002150","2018-11-09","250000.00","179.21","1395.00","1395.00","LA BONNE VIE CONDO","Yes","83"
"RX-10399822","Residential","2295 S Ocean Boulevard 223","375000.00","50434414040002230","2018-11-12","370000.00","237.33","1559.00","1669.00","Harbour House","Yes","280"
"RX-10459479","Residential","3440 S Ocean Boulevard 401 N","925000.00","50434435180014010","2018-11-15","870000.00","418.67","2078.00","2200.00","HALCYON OF PALM BEACH","Yes","38"
"RX-10418798","Residential","3450 S Ocean Boulevard 224","179900.00","50434435030002240","2018-11-16","169000.00","167.65","1008.00","1008.00","PATRICIAN","Yes","171"
"RX-10452211","Residential","2600 S Ocean Boulevard 502s","925000.00","50434423060025020","2018-11-14","850000.00","541.74","1569.00","1936.00","TWENTY SIX HUNDRED CONDO","Yes","71"
"RX-10414458","Residential","2275 S Ocean Boulevard 103 N","1195000.00","50434414010011030","2018-11-26","1006150.00","623.38","1614.00","1614.00","REEF CONDO","Yes","159"
"RX-10440895","Residential","3460 S Ocean Boulevard 411","270000.00","50434435060004110","2018-11-19","250000.00","176.55","1416.00","1416.00","CLARIDGES II CONDO","Yes","112"
"RX-10449227","Residential","3450 S Ocean Boulevard 1050","199500.00","50434435030001050","2018-11-20","190000.00","190.00","1000.00","1000.00","PATRICIAN OF PALM BEACH CONDO","Yes","74"
"RX-10425087","Residential","3450 S Ocean Boulevard 3240","179000.00","50434435030003240","2018-11-21","175000.00","173.61","1008.00","1008.00","PATRICIAN OF PALM BEACH CONDO","Yes","175"
"RX-10478735","Residential","3456 S Ocean Boulevard 5030","375000.00","50434435050015030","2018-11-29","350000.00","227.71","1537.00","1537.00","CLARIDGES I CONDO","Yes","9"
"RX-10436447","Residential","3230 S Ocean Boulevard A101","199000.00","50434426010001010","2018-11-29","199000.00","169.21","1176.00","1176.00","LA RENAISSANCE","Yes","132"
"RX-10472091","Residential","3440 S Ocean Boulevard 603n","1575000.00","50434435180016030","2018-11-29","1575000.00","739.08","2131.00","2131.00","HALCYON OF PALM BEACH","Yes","3"
"RX-10210170","Residential","3140 S Ocean Boulevard 207s","949000.00","50434426050022070","2018-11-30","940000.00","371.10","2533.00","2533.00","CARLTON PLACE CONDO","Yes","994"
"RX-10474732","Residential","3440 S Ocean Boulevard 102n","799000.00","50434335040000020","2018-11-30","779000.00","365.55","2131.00","3531.00","HALCYON OF PALM BEACH","Yes","8"
"RX-10458592","Residential","3460 S Ocean Boulevard 5090","295000.00","50434435060005090","2018-12-05","287000.00","244.04","1176.00","1176.00","CLARIDGES II CONDO","No","78"
"RX-10396575","Residential","3140 S Ocean Boulevard 403 S","1099000.00","50434426050024030","2018-12-11","850000.00","315.39","2695.00","3000.00","CARLTON PLACE CONDO","Yes","287"
"RX-10448743","Residential","3250 S Ocean Boulevard 507s","675000.00","50434426030025070","2018-12-14","635000.00","429.63","1478.00","1678.00","DORCHESTER OF PALM BEACH CONDO","Yes","76"
"RX-10468390","Residential","2500 S Ocean Boulevard 2 C 1","3195000.00","50434423070020031","2018-12-14","2630000.00","1015.44","2590.00","4000.00","TWENTY FIVE HUNDRED SOUTH OCEAN BLVD CONDO","Yes","53"
"RX-10474082","Residential","2505 S Ocean Boulevard 401","225000.00","50434423010004010","2019-01-10","215000.00","272.84","788.00","788.00","PRESIDENT OF PALM BEACH CONDO","Yes","33"
"RX-10415295","Residential","2295 S Ocean Boulevard 418","495000.00","50434414040002150","2018-12-17","460000.00","295.06","1559.00","1669.00","Harbour House","Yes","238"
"RX-10419857","Residential","2774 S Ocean 112","600000.00","50434423110001120","2018-12-20","515000.00","284.05","1813.00","2278.00","Ambassador South Dev Corp 2774 S Ocean Blvd, Palm Beach, FL.","Yes","108"
"RX-10468776","Residential","2784 S Ocean Boulevard 403 N","825000.00","50434423050014030","2018-12-21","825000.00","497.28","1659.00","1979.00","COVE CONDO","Yes","16"
"RX-10459123","Residential","3300 S Ocean Boulevard 404s","789000.00","50434426040024040","2018-12-21","750000.00","388.80","1929.00","2005.00","Meridian of Palm Beach","Yes","72"
"RX-10363798","Residential","2295 S Ocean Boulevard 514","335000.00","50434414040005140","2018-12-18","325000.00","208.46","1559.00","1700.00","Harbour House","Yes","339"
"RX-10466806","Residential","3440 S Ocean Boulevard 603 S","1795000.00","50434435180026030","2018-12-28","1500000.00","703.89","2131.00","2131.00","HALCYON OF PALM BEACH","Yes","1"
"RX-10479866","Residential","2760 S Ocean Boulevard 109","365000.00","50434423160001090","2018-12-28","350000.00","304.34","1150.00","1150.00","REGENCY OF PALM BEACH INC","Yes","18"
"RX-10480439","Residential","3300 S Ocean Boulevard 301 S","669000.00","50434426040023010","2018-12-28","635000.00","333.85","1902.00","2005.00","Meridian of Palm Beach Condo","Yes","4"
"RX-10469053","Residential","2545 S Ocean Boulevard 4030","169000.00","50434423020004030","2018-12-31","158000.00","261.15","605.00","675.00","PALM BEACH WHITEHOUSE CONDO","Yes","12"
"RX-10230062","Residential","2000 S Ocean Boulevard 104s","1450000.00","50434411050021040","2019-01-03","1362500.00","415.39","3280.00","3280.00","Sloans Curve II","Yes","938"
"RX-10484905","Residential","3030 S Ocean Boulevard 549","185000.00","50434426100005490","2019-01-04","175000.00","268.81","651.00","651.00","PALMBEACHER APTS INC","Yes","16"
"RX-10440601","Residential","3474 S Ocean Boulevard 0090","535000.00","50434435150000090","2018-11-20","490000.00","331.52","1478.00","1988.00","OCEAN CAY OF PALM BEACH","Yes","121"
"RX-10379139","Residential","3450 S Ocean Boulevard 524","200000.00","50434435030005240","2019-01-08","180000.00","178.57","1008.00","1008.00","PATRICIAN OF PALM BEACH CONDO","Yes","397"
"RX-10485816","Residential","3400 S Ocean Boulevard 5 C I I","750000.00","50434435130020053","2019-01-14","720000.00","413.79","1740.00","2000.00","ATRIUMS OF PALM BEACH CONDO","Yes","2"
"RX-10459367","Residential","3450 S Ocean Boulevard 727","189900.00","50434435030007270","2018-12-28","185000.00","217.13","852.00","952.00","PATRICIAN OF PALM BEACH CONDO","Yes","70"
"RX-10452873","Residential","3460 S Ocean Boulevard 316","299750.00","50434435060003160","2019-01-14","269000.00","217.11","1239.00","1239.00","CLARIDGES II CONDO","Yes","102"
"RX-10463221","Residential","3450 S Ocean Boulevard 325","162500.00","50434435030003250","2019-01-11","162500.00","161.21","1008.00","1008.00","Patrician Of Palm Beach","Yes","67"
"RX-10473923","Residential","2295 S Ocean Boulevard 903","599000.00","50434414040009030","2019-01-14","599000.00","386.45","1550.00","1650.00","Harbour House","Yes","16"
"RX-10474737","Residential","3440 S Ocean Boulevard 404s","849000.00","50434435180024040","2019-01-17","750000.00","360.92","2078.00","2550.00","HALCYON OF PALM BEACH","No","60"
"RX-10619418","Residential","3250 S Ocean Boulevard Boulevard 510-S","598000.00","50434426030025100","2021-04-06","585000.00","356.70","1640.00","1872.00","DORCHESTER OF PALM BEACH","Yes","276"
"RX-10458329","Residential","3450 S Ocean Boulevard 326","209900.00","50434435030003260","2019-02-21","185000.00","143.18","1292.00","1292.00","PATRICIAN OF PALM BEACH CONDO","Yes","159"
"RX-10442131","Residential","2840 S Ocean Boulevard 523","165000.00","50434423150005230","2019-01-29","160000.00","228.57","700.00","784.00","ROYAL SAXON INC","Yes","172"
"RX-10468928","Residential","2780 S Ocean Boulevard 603","599000.00","50434423120006030","2019-01-30","550000.00","425.03","1294.00","1400.00","AMBASSADOR II CORP","Yes","56"
"RX-10456338","Residential","2773 S Ocean Boulevard 5010","400000.00","50434423040005010","2019-01-31","380000.00","273.57","1389.00","1389.00","CARLYLE HOUSE CONDO","Yes","88"
"AX-10610351","Residential","2780 S Ocean Boulevard 501","540000.00","50434423120005010","2019-01-16","540000.00","","","1344.00","AMBASSADOR II CORP","Yes","33"
"RX-10451535","Residential","3475 S Ocean Boulevard 302","265000.00","50434435020003020","2019-01-31","247000.00","177.06","1395.00","1395.00","LA BONNE VIE CONDO","Yes","73"
"AX-10462501","Residential","3100 S Ocean Boulevard 405N","548200.00","50434426090014050","2019-01-28","491500.00","168.73","2913.00","2913.00","ALM BEACH HAMPTON CONDO","Yes","197"
"RX-10627005","Residential","2150 Ibis Isle Road 8","849000.00","50434415240000080","2021-02-05","839900.00","430.93","1949.00","1949.00","TOWER VALLANDRY IBIS ISLE CONDO PA","Yes","238"
"RX-10471952","Residential","2860 S Ocean Boulevard 311","239900.00","50434423030003110","2019-02-15","230000.00","194.91","1180.00","1376.00","LA PALMA CONDO","Yes","88"
"RX-10432530","Residential","3450 S Ocean Boulevard 123","289900.00","50434435030001230","2019-02-19","242000.00","156.12","1550.00","1610.00","PATRICIAN OF PALM BEACH CONDO","Yes","216"
"RX-10401807","Residential","2500 S Ocean Boulevard 1 D 2","825000.00","50434423070010042","2019-02-20","677000.00","261.38","2590.00","3728.00","TWENTY FIVE HUNDRED SOUTH OCEAN BLVD CONDO","Yes","356"
"RX-10457616","Residential","3450 S Ocean Boulevard 202","219000.00","50434435030002020","2019-02-15","180000.00","189.07","952.00","952.00","PATRICIAN OF PALM BEACH CONDO","Yes","139"
